RIVER,CODE,LOCATION,STATE,T_MIN,T_MAX,T_AVG,DO_MIN,DO_MAX,DO_AVG,PH_MIN,PH_MAX,PH_AVG,COND_MIN,COND_MAX,COND_AVG,BOD_MIN,BOD_MAX,BOD_AVG,N_MIN,N_MAX,N_AVG,FC_MIN,FC_MAX,FC_AVG,TC_MIN,TC_MAX,TC_AVG
SATLUJ,1018,"SATLUJ AT 100M D/S , NANGAL, PUNJAB",PUNJAB,17.2,18.0,17.6,7.5,8.6,8.05,7.5,8.5,8.0,230.0,272.0,251.0,0.6,0.6,0.6,0.7,1.2,0.95,230.0,300.0,265.0,400.0,430.0,415.0
SATLUJ,1293,"SATLUJ AT 1 KM. D/S OF ZENITH, PUNJAB",PUNJAB,17.4,25.0,21.2,6.4,7.8,7.1,7.3,8.0,7.65,275.0,495.0,385.0,1.6,2.5,2.05,1.0,2.0,1.5,140.0,930.0,535.0,430.0,1400.0,915.0
SATLUJ,1814,"SATLUJ AT D/S KIRATPUR SAHIB, PUNJAB",PUNJAB,16.0,20.0,18.0,7.8,8.2,8.0,7.5,7.9,7.7,252.0,267.0,259.5,0.4,1.2,0.8,0.4,1.2,0.8,170.0,230.0,200.0,400.0,460.0,430.0
SATLUJ,1019,"SATLUJ AT U/S HEAD WORKS ROPAR, PUNJAB",PUNJAB,17.2,26.0,21.6,7.6,8.1,7.85,7.3,7.8,7.55,205.0,992.0,598.5,1.2,2.6,1.9,0.4,2.0,1.2,110.0,390.0,250.0,400.0,640.0,520.0
SATLUJ,1380,"SATLUJ AT D/S NFL, PUNJAB",PUNJAB,17.0,22.0,19.5,7.6,8.9,8.25,7.5,8.5,8.0,238.0,372.0,305.0,0.8,2.5,1.65,1.2,1.4,1.2999999999999998,90.0,150.0,120.0,140.0,390.0,265.0
SATLUJ,1690,"U/S BUDHA NALLAH (UPPER), PUNJAB",PUNJAB,12.0,24.0,18.0,6.0,6.7,6.35,7.2,7.7,7.45,388.0,432.0,410.0,1.2,2.6,1.9,1.0,1.6,1.3,140.0,280.0,210.0,300.0,640.0,470.0
SATLUJ,1020,"SATLUJ AT 100M D/S BUDHA NALA CONFL., LUDHIANA, PUNJAB",PUNJAB,14.0,24.0,19.0,4.0,4.4,4.2,7.0,7.6,7.3,502.0,1096.0,799.0,13.0,24.0,18.5,1.0,4.3,2.65,35000.0,43000.0,39000.0,50000.0,64000.0,57000.0
SATLUJ,1021,"SATLUJ AT BOAT BDG. DHARMKOTNAKODAR ROAD, JALAHAR, PUNJAB",PUNJAB,15.0,26.0,20.5,5.5,8.0,6.75,7.2,7.7,7.45,351.0,714.0,532.5,4.0,10.0,7.0,0.6,2.6,1.6,280.0,14000.0,7140.0,640.0,30000.0,15320.0
SATLUJ,1381,"SATLUJ AT D/S EAST BASIN, PUNJAB",PUNJAB,12.0,21.0,16.5,2.1,4.0,3.05,7.1,7.8,7.449999999999999,398.0,810.0,604.0,4.0,10.2,7.1,3.8,4.6,4.199999999999999,3000.0,7500.0,5250.0,6000.0,14000.0,10000.0
SATLUJ,1691,"SATLUJ U/S HUSSANIWALA - H/W FEROZEPUR, PUNJAB",PUNJAB,16.0,25.0,20.5,7.7,8.4,8.05,7.3,8.4,7.85,260.0,275.0,267.5,1.2,2.0,1.6,0.4,1.2,0.8,110.0,210.0,160.0,280.0,390.0,335.0
SATLUJ,1692,"SATLUJ D/S HUSSANIWALA- H/W FEROZEPUR, PUNJAB",PUNJAB,16.2,26.0,21.1,7.5,8.4,7.95,7.2,8.2,7.699999999999999,182.0,281.0,231.5,1.2,2.0,1.6,0.4,1.2,0.8,150.0,230.0,190.0,390.0,460.0,425.0
SATLUJ,1022,"SATLUJ AT BRIDGE HARIKE, AMRITSAR, PUNJAB",PUNJAB,13.0,22.0,17.5,4.8,5.8,5.3,7.4,7.8,7.6,296.0,398.0,347.0,2.0,2.9,2.45,3.1,3.5,3.3,400.0,700.0,550.0,750.0,1100.0,925.0
GANGA,1491,"BHAGIRATHI AT GANGOTRI, UTTAR PRADESH",UTTARAKHAND,,,,,,,,,,,,,,,,,,,,,,,,
GANGA,1484,"ALKANANDA B/C MAAKINI AT RUDRA PRAYAG, UTTAR PRADESH",UTTARAKHAND,17.0,19.0,18.0,8.4,9.2,8.8,7.7,8.0,7.85,,,,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,
GANGA,1485,"MANDAKINI B/C ALKALNADA AT RUDRAPRAYAG, UTTAR PRADESH",UTTARAKHAND,16.0,18.0,17.0,9.0,9.2,9.1,7.9,8.0,7.95,,,,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,
GANGA,1486,"ALKANANDA A/C MAAKINI AT RUDRAPRAYAG, UTTAR PRADESH",UTTARAKHAND,17.0,19.0,18.0,7.2,8.4,7.800000000000001,7.9,8.1,8.0,,,,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,
GANGA,1487,"ALKANANDA B/C TO BHAGIRATHI AT DEVPRAYAG, UTTAR PRADESH",UTTARAKHAND,17.0,20.0,18.5,7.6,8.8,8.2,8.0,8.1,8.05,,,,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,
GANGA,1488,"BHAGIRATHI B/C WITH ALAKNANDA AT DEVPRAYAG, U.P",UTTARAKHAND,18.0,19.0,18.5,9.4,9.6,9.5,8.2,8.5,8.35,,,,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,
GANGA,1489,"ALKANANDA A/C WITH BHAGIRATHI AT DEVPRAYAG, UTTAR PRADESH",UTTARAKHAND,18.0,19.0,18.5,8.6,8.8,8.7,8.0,8.1,8.05,,,,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,
GANGA,1060,"GANGA AT HARIDWAR D/S, U.P",UTTARAKHAND,14.0,21.0,17.5,8.6,11.2,9.9,7.1,7.8,7.449999999999999,,,,0.6,1.0,0.8,0.0,0.0,0.0,,,,6.0,26.0,16.0
GANGA,2725,GANGA RIVER AFTER CONFLUENCE OF RIVER SONG NEAR SATYANARAYAN TEMPLE D/S RAIWALA,UTTARAKHAND,14.0,24.0,19.0,7.6,8.8,8.2,7.4,7.9,7.65,,,,1.0,2.2,1.6,0.0,0.0,0.0,,,,220.0,500.0,360.0
GANGA,1061,"GANGA AT HARIDWAR D/S, U.P",UTTARAKHAND,14.0,22.5,18.25,8.8,11.6,10.2,7.8,8.2,8.0,,,,1.0,1.8,1.4,0.0,0.0,0.0,,,,500.0,900.0,700.0
GANGA,2727,UPPER GANGA RIVER D/S ROORKEE,UTTARAKHAND,14.0,22.0,18.0,7.8,10.6,9.2,7.3,8.2,7.75,,,,0.8,1.8,1.3,0.0,0.0,0.0,,,,80.0,350.0,215.0
GANGA,1062,"GANGA AT GARHMUKTESHWAR, U.P",UTTAR PRADESH,18.0,25.0,21.5,6.5,9.5,8.0,7.2,8.4,7.800000000000001,210.0,290.0,250.0,2.1,3.6,2.85,0.0,0.5,0.25,550.0,1100.0,825.0,1100.0,1500.0,1300.0
GANGA,2488,"GANGA U/S, ANOOPSHAHAR",UTTAR PRADESH,23.0,23.0,23.0,6.2,7.6,6.9,6.7,7.8,7.25,164.0,270.0,217.0,2.0,2.3,2.15,0.0,0.2,0.1,370.0,410.0,390.0,550.0,630.0,590.0
GANGA,1145,"GANGA AT NARORA (BULASAHAR), U.P.",UTTAR PRADESH,20.0,23.0,21.5,7.1,7.8,7.449999999999999,7.1,7.5,7.3,220.0,250.0,235.0,2.3,3.5,2.9,0.0,0.2,0.1,430.0,430.0,430.0,610.0,1400.0,1005.0
GANGA,2490,"GANGA AT KACHHLA GHAT, ALIGARH",UTTAR PRADESH,20.0,20.0,20.0,8.0,8.8,8.4,7.1,7.6,7.35,200.0,250.0,225.0,2.0,3.5,2.75,0.0,0.1,0.05,370.0,370.0,370.0,410.0,1500.0,955.0
GANGA,1063,"GANGA AT KANNAUJ U/S (RAJGHAT), U.P",UTTAR PRADESH,12.0,32.0,22.0,6.4,10.2,8.3,7.2,8.7,7.949999999999999,190.0,436.0,313.0,1.9,4.2,3.05,0.0,0.3,0.15,1400.0,2800.0,2100.0,2600.0,4900.0,3750.0
GANGA,1066,"GANGA AT KANNAUJ D/S, U.P",UTTAR PRADESH,12.0,32.0,22.0,6.2,9.8,8.0,7.6,8.8,8.2,199.0,510.0,354.5,2.2,4.6,3.4,0.0,0.3,0.15,2100.0,3800.0,2950.0,3900.0,7000.0,5450.0
GANGA,1146,"GANGA AT BITHOOR (KANPUR), U.P.",UTTAR PRADESH,12.0,33.0,22.5,6.6,9.8,8.2,7.4,8.8,8.100000000000001,215.0,372.0,293.5,2.1,3.2,2.6500000000000004,0.0,0.3,0.15,1500.0,3100.0,2300.0,2400.0,5800.0,4100.0
GANGA,1067,"GANGA AT KANPUR U/S (RANIGHAT), U.P",UTTAR PRADESH,12.0,33.0,22.5,6.4,10.0,8.2,7.3,8.9,8.1,238.0,402.0,320.0,2.2,4.0,3.1,0.0,0.4,0.2,2200.0,4000.0,3100.0,2800.0,6300.0,4550.0
GANGA,1068,"GANGA AT KANPUR D/S (JAJMAU PUMPING STATION), U.P",UTTAR PRADESH,12.0,33.0,22.5,5.4,8.0,6.7,7.1,8.8,7.95,294.0,532.0,413.0,4.0,7.4,5.7,0.0,0.5,0.25,12000.0,26000.0,19000.0,31000.0,84000.0,57500.0
GANGA,1147,"GANGA AT DALMAU (RAI BAREILLY), U.P.",UTTAR PRADESH,18.0,25.0,21.5,7.2,9.0,8.1,7.8,8.1,7.949999999999999,201.0,269.0,235.0,3.7,4.5,4.1,0.8,0.9,0.8500000000000001,4900.0,6300.0,5600.0,8100.0,8800.0,8450.0
GANGA,2498,"GANGA AT KALA KANKAR, RAEBARELI",UTTAR PRADESH,18.0,25.0,21.5,7.3,9.2,8.25,7.8,8.1,7.949999999999999,198.0,262.0,230.0,3.4,4.4,3.9,0.8,0.9,0.8500000000000001,4700.0,5900.0,5300.0,7700.0,8600.0,8150.0
GANGA,1046,"GANGA AT ALLAHABAD (RASOOLABAD), U.P.",UTTAR PRADESH,19.6,30.1,24.85,7.2,8.9,8.05,7.4,8.4,7.9,298.0,520.0,409.0,3.3,4.6,3.95,0.0,1.3,0.65,13000.0,22000.0,17500.0,26000.0,35000.0,30500.0
GANGA,2487,"GANGA AT KADAGHAT, ALLAHABAD",UTTAR PRADESH,19.3,30.3,24.8,7.2,8.8,8.0,7.5,8.4,7.95,312.0,508.0,410.0,3.5,4.5,4.0,0.0,1.3,0.65,14000.0,24000.0,19000.0,28000.0,38000.0,33000.0
GANGA,1049,"GANGA AT ALLAHABAD D/S (SANGAM), U.P.",UTTAR PRADESH,20.0,30.6,25.3,7.0,8.7,7.85,7.4,8.4,7.9,365.0,499.0,432.0,3.4,4.8,4.1,0.0,1.5,0.75,17000.0,26000.0,21500.0,32000.0,39000.0,35500.0
GANGA,2485,"GANGA U/S, VIHYACHAL, MIRZAPUR",UTTAR PRADESH,19.0,30.0,24.5,7.6,8.5,8.05,7.5,7.8,7.65,352.0,387.0,369.5,2.1,2.3,2.2,0.0,0.5,0.25,1100.0,1700.0,1400.0,2000.0,2800.0,2400.0
GANGA,2486,"GANGA D/S, MIRZAPUR",UTTAR PRADESH,19.0,28.0,23.5,8.1,8.7,8.399999999999999,7.8,7.9,7.85,366.0,412.0,389.0,2.3,2.5,2.4,0.0,0.5,0.25,1300.0,2100.0,1700.0,2100.0,4000.0,3050.0
GANGA,1070,"GANGA AT VARANASI U/S (ASSIGHAT), U.P",UTTAR PRADESH,12.0,31.0,21.5,7.5,8.7,8.1,7.9,8.8,8.350000000000001,245.0,776.0,510.5,2.5,8.6,5.55,0.0,0.0,0.0,1400.0,3100.0,2250.0,2700.0,5000.0,3850.0
GANGA,1071,"GANGA AT VARANASI D/S (MALVIYA BRIDGE), U.P",UTTAR PRADESH,19.0,26.0,22.5,7.0,7.8,7.4,8.4,8.8,8.600000000000001,382.0,430.0,406.0,4.2,5.3,4.75,0.0,0.0,0.0,23000.0,33000.0,28000.0,40000.0,49000.0,44500.0
GANGA,1073,"GANGA AT TRIGHAT (GHAZIPUR), U.P",UTTAR PRADESH,19.5,26.5,23.0,7.0,8.0,7.5,8.4,8.8,8.600000000000001,380.0,412.0,396.0,3.5,4.8,4.15,0.0,0.0,0.0,22000.0,22000.0,22000.0,22000.0,34000.0,28000.0
GANGA,2502,"SHUKRA TAL, MUZAFFARNAGAR, NEAR GANGA RIVER",UTTAR PRADESH,19.0,20.0,19.5,7.6,8.7,8.149999999999999,7.4,7.6,7.5,270.0,356.0,313.0,1.5,2.0,1.75,0.0,0.0,0.0,70.0,70.0,70.0,130.0,170.0,150.0
GANGA,1074,"GANGA AT BUXAR, BIHAR",BIHAR,22.0,36.0,29.0,7.8,10.2,9.0,7.8,9.3,8.55,262.0,647.0,454.5,2.3,2.8,2.55,0.0,0.0,0.0,800.0,5000.0,2900.0,2800.0,16000.0,9400.0
GANGA,2551,"GANGA AT BUXAR, RAMREKHAGHAT, BIHAR",BIHAR,21.0,35.0,28.0,7.7,9.8,8.75,8.0,9.3,8.65,276.0,657.0,466.5,2.5,2.9,2.7,0.0,0.0,0.0,1400.0,9000.0,5200.0,5000.0,24000.0,14500.0
GANGA,1077,"GANGA AT KHURJI, PATNA U/S, BIHAR",BIHAR,16.0,39.0,27.5,7.4,9.3,8.350000000000001,7.9,9.2,8.55,242.0,498.0,370.0,2.0,2.9,2.45,0.0,0.0,0.0,700.0,16000.0,8350.0,2200.0,24000.0,13100.0
GANGA,2556,"GANGA AT IRAPURI, DEHRI ON SONE, BIHAR",BIHAR,18.0,39.0,28.5,7.0,8.8,7.9,7.7,8.7,8.2,133.0,296.0,214.5,1.2,2.3,1.75,0.0,0.0,0.0,500.0,1100.0,800.0,900.0,2200.0,1550.0
GANGA,2564,"GANGA AT THE CONFLUENCE OF SONE RIVER DORIGANJ, CHAPRA, BIHAR",BIHAR,23.0,35.0,29.0,7.9,8.8,8.350000000000001,7.8,8.5,8.15,228.0,338.0,283.0,2.3,2.8,2.55,0.0,0.0,0.0,800.0,3000.0,1900.0,2400.0,9000.0,5700.0
GANGA,2552,"GANGA DARBHANGA GHAT AT PATNA, BIHAR",BIHAR,16.0,40.0,28.0,7.4,8.8,8.100000000000001,7.6,9.1,8.35,256.0,559.0,407.5,2.6,3.0,2.8,0.0,0.0,0.0,2800.0,16000.0,9400.0,9000.0,24000.0,16500.0
GANGA,1079,"GANGA AT PATNA D/S (GANGA BRIDGE), BIHAR",BIHAR,16.0,37.0,26.5,6.9,9.0,7.95,7.9,9.2,8.55,259.0,584.0,421.5,2.0,2.8,2.4,0.0,0.0,0.0,900.0,9000.0,4950.0,2800.0,24000.0,13400.0
GANGA,2555,"GANGA AT PUNPUN, PATNA, BIHAR",BIHAR,17.0,38.0,27.5,6.8,8.8,7.800000000000001,7.2,8.7,7.949999999999999,362.0,772.0,567.0,2.2,2.6,2.4000000000000004,0.0,0.0,0.0,700.0,1400.0,1050.0,2200.0,5000.0,3600.0
GANGA,2553,"GANGA AT FATUHA, BIHAR",BIHAR,19.0,38.0,28.5,7.0,9.2,8.1,7.7,9.1,8.4,260.0,514.0,387.0,2.0,2.6,2.3,0.0,0.0,0.0,800.0,5000.0,2900.0,2200.0,16000.0,9100.0
GANGA,1817,"GANGA AT MOKAMA (U/S), BIHAR",BIHAR,17.0,29.0,23.0,7.0,8.6,7.8,7.7,8.1,7.9,230.0,363.0,296.5,2.0,2.5,2.25,0.0,0.0,0.0,700.0,1700.0,1200.0,1700.0,5000.0,3350.0
GANGA,1815,"GANGA AT MOKAMA (D/S), BIHAR",BIHAR,14.0,28.0,21.0,7.5,8.4,7.95,7.6,8.0,7.8,237.0,366.0,301.5,2.2,2.8,2.5,0.0,0.0,0.0,1400.0,9000.0,5200.0,3000.0,24000.0,13500.0
GANGA,1818,"GANGA AT MUNGER, BIHAR",BIHAR,16.0,28.0,22.0,7.5,8.5,8.0,7.6,8.0,7.8,237.0,375.0,306.0,2.1,2.7,2.4000000000000004,0.0,0.0,0.0,1100.0,5000.0,3050.0,2400.0,16000.0,9200.0
GANGA,2554,"GANGA AT SULTANGANJ, BHAGALPUR, BIHAR",BIHAR,18.0,28.0,23.0,7.5,8.4,7.95,7.6,8.0,7.8,185.0,370.0,277.5,2.0,2.6,2.3,0.0,0.0,0.0,900.0,3000.0,1950.0,2200.0,9000.0,5600.0
GANGA,1819,"GANGA AT BHAGALPUR, BIHAR",BIHAR,16.0,27.0,21.5,7.5,8.4,7.95,7.5,8.0,7.75,184.0,394.0,289.0,2.1,2.7,2.4000000000000004,0.0,0.0,0.0,1100.0,5000.0,3050.0,3000.0,16000.0,9500.0
GANGA,1816,"GANGA AT KAHALGAON, BIHAR",BIHAR,16.0,28.0,22.0,7.6,8.6,8.1,7.8,8.1,7.949999999999999,251.0,395.0,323.0,2.4,2.8,2.6,0.0,0.0,0.0,1300.0,5000.0,3150.0,3000.0,16000.0,9500.0
GANGA,3113,"GANGA AT D/S BUXAR NEAR GANGA BRIDGE, BIHAR",BIHAR,22.0,39.0,30.5,7.8,9.8,8.8,8.0,9.3,8.65,272.0,586.0,429.0,2.0,2.7,2.35,0.0,0.0,0.0,800.0,5000.0,2900.0,2200.0,16000.0,9100.0
GANGA,3114,"GANGA NEAR DANAPUR (NEAR PIPA PUL), BIHAR",BIHAR,16.0,38.0,27.0,7.6,9.4,8.5,7.5,9.2,8.35,246.0,492.0,369.0,2.0,2.6,2.3,0.0,0.0,0.0,500.0,1700.0,1100.0,1700.0,5000.0,3350.0
GANGA,3115,"GANGA RIVER AT BARH, BIHAR",BIHAR,18.0,30.0,24.0,7.8,8.0,7.9,7.8,8.1,7.949999999999999,235.0,335.0,285.0,2.0,2.6,2.3,0.0,0.0,0.0,700.0,1700.0,1200.0,1400.0,9000.0,5200.0
GANGA,3116,"GANGA AT U/S MUNGER (NEAR INTAKE WELL ON GANGA), BIHAR",BIHAR,18.0,28.0,23.0,7.6,8.5,8.05,7.8,8.0,7.9,238.0,378.0,308.0,2.0,2.3,2.15,0.0,0.0,0.0,500.0,1300.0,900.0,1300.0,8000.0,4650.0
GANGA,3117,"GANGA AT U/S SULATANGANJ, BIHAR",BIHAR,18.0,28.0,23.0,7.6,8.5,8.05,7.7,8.0,7.85,185.0,364.0,274.5,2.0,2.5,2.25,0.0,0.0,0.0,500.0,1400.0,950.0,1400.0,5000.0,3200.0
GANGA,3122,"GANGA AT MALSALAMI, PATNA, BIHAR",BIHAR,16.0,37.0,26.5,7.2,9.3,8.25,3.2,9.2,6.199999999999999,268.0,584.0,426.0,2.0,2.7,2.35,0.0,0.0,0.0,800.0,3000.0,1900.0,2200.0,9000.0,5600.0
GANGA,3123,"GANGA RIVER AT BARAHIA, BIHAR",BIHAR,16.0,28.0,22.0,6.9,8.6,7.75,7.7,8.1,7.9,235.0,372.0,303.5,1.8,2.5,2.15,0.0,0.0,0.0,700.0,1700.0,1200.0,1700.0,3500.0,2600.0
GANGA,3118,"GANGA AT U/S BHAGALPUR, BIHAR",BIHAR,16.0,28.0,22.0,7.6,8.5,8.05,7.9,8.1,8.0,193.0,388.0,290.5,2.0,2.5,2.25,0.0,0.0,0.0,800.0,2200.0,1500.0,1700.0,9000.0,5350.0
GANGA,1080,GANGA AT BAHARAMPORE WEST BENGAL,WEST BENGAL,19.0,32.0,25.5,3.8,9.8,6.800000000000001,7.5,8.3,7.9,213.0,422.0,317.5,0.4,7.2,3.8,0.6,2.2,1.4,8000.0,140000.0,74000.0,13000.0,280000.0,146500.0
GANGA,2511,"NABADIP ON GANGA,GHOSHPARA NEAR MONIPURGHAT",WEST BENGAL,19.0,32.0,25.5,5.2,9.5,7.35,7.6,8.6,8.1,153.0,433.0,293.0,1.3,4.9,3.1,0.1,1.7,0.9,13000.0,110000.0,61500.0,23000.0,140000.0,81500.0
GANGA,2506,"TRIBENI ON GANGA, NEAR BURNING GHAT",WEST BENGAL,20.0,33.0,26.5,3.3,9.8,6.550000000000001,7.8,8.6,8.2,167.0,362.0,264.5,1.4,16.0,8.7,0.2,1.9,1.05,7000.0,80000.0,43500.0,11000.0,140000.0,75500.0
GANGA,1054,GANGA AT PALTA WEST BENGAL,WEST BENGAL,20.0,34.0,27.0,4.1,8.5,6.3,7.8,8.5,8.15,175.0,365.0,270.0,1.8,6.6,4.2,0.1,2.1,1.1,17000.0,140000.0,78500.0,30000.0,220000.0,125000.0
GANGA,1472,GANGA AT SERAMPORE WEST BENGAL,WEST BENGAL,20.0,33.0,26.5,3.6,8.9,6.25,7.6,8.5,8.05,199.0,358.0,278.5,1.2,6.4,3.8,0.2,1.0,0.6,50000.0,240000.0,145000.0,70000.0,300000.0,185000.0
GANGA,1053,GANGA AT DAKSHINESHWAR WEST BENGAL,WEST BENGAL,19.0,33.0,26.0,4.5,9.7,7.1,7.7,8.5,8.1,177.0,367.0,272.0,2.9,8.4,5.65,0.0,0.5,0.25,50000.0,400000.0,225000.0,110000.0,650000.0,380000.0
GANGA,1471,"GANGA AT HOWRAH-SHIVPUR, WEST BENGAL",WEST BENGAL,18.0,33.0,25.5,4.2,10.2,7.199999999999999,7.6,8.4,8.0,208.0,355.0,281.5,1.0,5.6,3.3,0.2,1.0,0.6,22000.0,240000.0,131000.0,50000.0,500000.0,275000.0
GANGA,1470,"GANGA AT GARDEN REACH, WEST BENGAL",WEST BENGAL,20.0,34.0,27.0,3.0,9.2,6.1,7.5,8.2,7.85,212.0,374.0,293.0,1.2,7.1,4.15,0.2,0.8,0.5,65000.0,700000.0,382500.0,115000.0,1400000.0,757500.0
GANGA,1052,GANGA AT ULUBERIA WEST BENGAL,WEST BENGAL,19.0,34.0,26.5,2.9,8.6,5.75,7.4,8.5,7.95,225.0,1018.0,621.5,1.2,5.1,3.15,0.2,0.5,0.35,4000.0,240000.0,122000.0,13000.0,500000.0,256500.0
GANGA,1469,"GANGA AT DIAMOND HARBOUR, WEST BENGAL",WEST BENGAL,21.0,33.0,27.0,4.2,8.1,6.15,7.8,8.4,8.1,235.0,6250.0,3242.5,1.2,11.0,6.1,0.0,0.8,0.4,4000.0,70000.0,37000.0,8000.0,170000.0,89000.0
YAMUNA,1492,YAMUNA AT YAMUNOTRI,UTTARAKHAND,,,,,,,,,,,,,,,,,,,31.0,31.0,31.0,46.0,46.0,46.0
YAMUNA,1494,"YAMUNA AT U/S OF
LAKHWAR DAM",UTTARAKHAND,19.0,19.0,19.0,8.4,8.4,8.4,7.2,8.1,7.65,170.0,182.0,176.0,0.0,1.0,0.5,,,,54000.0,54000.0,54000.0,0.0,160000.0,80000.0
YAMUNA,1490,"YAMUNA AT U/S DAK
PATTHAR",UTTARAKHAND,20.0,20.0,20.0,8.2,8.2,8.2,7.4,8.2,7.8,176.0,190.0,183.0,0.0,1.6,0.8,,,,7800.0,7800.0,7800.0,30.0,11000.0,5515.0
YAMUNA,1553,"YAMUNA, U/S PAONTA
SAHIB",HIMACHAL PRADESH,16.0,28.0,22.0,6.2,8.8,7.5,7.2,8.6,7.9,208.0,810.0,509.0,0.8,1.4,1.1,,,,7.0,13.0,10.0,17.0,26.0,21.5
YAMUNA,1554,"YAMUNA, D/S PAONTA SAHIB",HIMACHAL PRADESH,17.0,29.0,23.0,5.8,8.6,7.199999999999999,7.1,8.7,7.899999999999999,217.0,842.0,529.5,1.2,1.6,1.4,,,,9.0,12.0,10.5,18.0,25.0,21.5
YAMUNA,1117,YAMUNA AT HATHNIKUND,HARYANA,,,,,,,7.2,7.4,7.300000000000001,168.0,284.0,226.0,1.0,2.0,1.5,,,,24000.0,24000.0,24000.0,54000.0,54000.0,54000.0
YAMUNA,1496,"YAMUNA AT KALANAUR,YAMUNA
NAGAR",HARYANA,,,,,,,7.4,8.0,7.7,198.0,235.0,216.5,1.0,4.0,2.5,,,,330.0,330.0,330.0,1100.0,1100.0,1100.0
YAMUNA,1119,YAMUNA AT SONEPAT,HARYANA,,,,,,,7.3,8.1,7.699999999999999,221.0,526.0,373.5,2.0,11.0,6.5,,,,170.0,170.0,170.0,330.0,330.0,330.0
YAMUNA,1120,YAMUNA AT WAZIRABAD,DELHI,,,,5.5,155.0,80.25,7.4,8.8,8.100000000000001,280.0,605.0,442.5,1.0,8.0,4.5,,,,2.0,2.0,2.0,2.0,17000.0,8501.0
YAMUNA,1121,YAMUNA AT NIZAMUDDIN,DELHI,,,,0.9,1.5,1.2,7.6,8.1,7.85,585.0,1950.0,1267.5,5.0,40.0,22.5,,,,,,,2400000.0,16000000.0,9200000.0
YAMUNA,1375,"YAMUNA AT OKHLA BRIDGE
(INLET OF AGRA CANAL)",DELHI,,,,,,,7.4,8.0,7.7,620.0,1870.0,1245.0,10.0,33.0,21.5,,,,,,,,,
